UniProtID	GeneID	Origin	Inf0h_counts	Inf15h_counts	Inf24h_counts	Inf48h_counts	Inf72h_counts	Inf0h_TMM	Inf15h_TMM	Inf24h_TMM	Inf48h_TMM	Inf72h_TMM	logFC_15h	pval_15h	FDR_15h	logFC_24h	pval_24h	FDR_24h	logFC_48h	pval_48h	FDR_48h	logFC_72h	pval_72h	FDR_72h	Ttest_FDR_24h	Ttest_FDR_48h	Ttest_FDR_72h
Q96AE7	TTC17	Host	413.1666667	447	391.5	349.5	367.5	20.39792674	14.61501116	20.54816578	18.45269445	19.18752613	-0.097275677	0.77939843	0.999718578	-0.127073077	0.60536305	0.801812611	-0.316075071	0.333077564	0.631734342	0.038461882	0.86617664	0.941130661	0.21561	0.96303	0.97155
Q6DKK2	TTC19	Host	1104.5	3384	1448	1507	1834.5	52.6154293	110.6425006	73.95667329	75.11050618	90.74378145	0.265682672	0.429834442	0.999718578	0.626497553	0.015207937	0.084006247	0.512384619	0.033319183	0.156804154	0.865013928	0.001775147	0.047917105	0.02513	0.96303	0.97155
Q6P3X3	TTC27	Host	3453.833333	4082	2639.5	2961	2946	175.9008135	133.4641511	136.193636	151.2038274	157.0470866	0.069323309	0.836478667	0.999718578	-0.289962562	0.149626313	0.369301197	-0.077222725	0.712722555	0.882622894	-0.141786811	0.348055804	0.621495219	0.33499	0.96303	0.99904
Q6PID6	TTC33	Host	886.3333333	128	683	620.5	595.5	42.75696993	4.185059123	33.36875749	29.90609283	29.0532232	-0.431363684	0.248419765	0.999718578	-0.478265671	0.047622337	0.179180328	-0.690029569	0.007463919	0.056129977	-0.493606101	0.069007433	0.273153013	0.05023	0.9827	0.97155
Q6PGP7	TTC37	Host	6539.333333	10621	6186.5	6292.5	6842.5	315.9859867	347.2618199	312.090932	312.0481646	340.865847	-0.069949322	0.834554851	0.999718578	0.073214957	0.634487901	0.820569063	-0.034247992	0.865470044	0.94726136	0.076191305	0.547335164	0.772297571	0.10632	0.96303	0.97155
O95801	TTC4	Host	3064.333333	5171	2653	2926.5	2716.5	145.5225675	169.0698494	130.1493013	140.2369845	134.3585685	-0.054648706	0.870604388	0.999718578	-0.25021877	0.149486441	0.369105198	0.033710547	0.874447692	0.951175942	-0.104311974	0.467667848	0.716976475	0.06209	0.96303	0.97155
Q8N0Z6	TTC5	Host	946.5	2206	875.5	980.5	953	47.26936766	72.12687832	45.37914681	49.86196551	50.17597209	-0.028679196	0.93219161	0.999718578	0.024003178	0.906150557	0.959852777	0.108940897	0.647655947	0.851340578	0.083408669	0.658455973	0.839074267	0.16441	0.96303	0.97155
Q92623	TTC9	Host	1203.833333	701	1414	1281	1164	58.97456568	22.91973785	72.2731894	62.89302749	58.6468576	-0.024314338	0.943460557	0.999718578	0.395869748	0.055640407	0.196666379	0.114729346	0.633567703	0.846493421	-0.026108566	0.883791943	0.950317715	0.33443	0.99253	0.99685
Q8N5M4	TTC9C	Host	1215.666667	2162	1096	1079.5	1178.5	62.66542962	70.68826425	58.20087709	55.85943222	64.31160064	-0.060849567	0.856748376	0.999718578	0.02142399	0.916915349	0.964870752	0.048589736	0.839564654	0.937223558	-0.006246609	0.971409334	0.988681555	0.43853	0.96303	0.97155
Q15361	TTF1	Host	2250.166667	4403	2819	3397	2434	111.5466203	143.9594947	148.0611249	174.0334062	127.3393184	0.39129657	0.244780215	0.999718578	0.40133907	0.027540161	0.125234619	0.605411196	0.005914803	0.047406533	0.216849996	0.201553502	0.472889046	0.07462	0.96303	0.97155
Q9UNY4	TTF2	Host	4350.5	10433	5929.5	6435	4590	205.594546	341.1150143	295.4981617	316.3982861	230.6733859	0.638189443	0.057820528	0.741611114	0.454640819	0.010464082	0.064885355	0.654536798	0.00322399	0.030291993	0.265427053	0.200340795	0.471551635	0.0409	0.96303	0.97155
O43156	TTI1	Host	2793.5	1914	2131.5	2016.5	2086.5	126.5808553	62.5797122	101.1923862	94.23456342	96.48648582	0.270410188	0.423757824	0.999718578	-0.31282141	0.075673977	0.240925508	-0.404569567	0.073335255	0.265302036	-0.375204441	0.065984264	0.265086607	0.40074	0.96303	0.97155
Q6NXR4	TTI2	Host	1138.333333	1402	800.5	885.5	824.5	59.12347823	45.8394757	43.0611459	46.92487639	45.61356751	0.395266273	0.244724423	0.999718578	-0.442777423	0.040650761	0.162946687	-0.32531336	0.176493349	0.448654431	-0.383501541	0.077988439	0.290209543	0.56607	0.96303	0.97155
P33981	TTK	Host	2778.166667	2947	2216	1883.5	1693	128.2664586	96.35444715	106.6298942	90.91535244	81.62242909	1.101367995	0.001252725	0.037423164	-0.300771461	0.082300601	0.254470649	-0.299318667	0.196581117	0.477063544	-0.624401196	0.012787848	0.119318755	0.51975	0.96303	0.97155
Q8NG68	TTL	Host	146	76	124.5	133.5	139	7.820237403	2.484878854	6.930999635	7.310743151	7.935587871	0.006525935	0.987193952	0.999718578	-0.185575852	0.516411142	0.740578228	-0.084560821	0.786466841	0.915427441	0.040709213	0.885551984	0.951069869	0.81254	0.96303	0.97155
Q14166	TTLL12	Host	5757.666667	13057	5031	5873	5980	276.9122148	426.9087263	251.5969544	287.9874994	299.4500199	0.024367264	0.941980079	0.999718578	-0.117006247	0.454935082	0.698919705	0.091622719	0.652099916	0.853601677	0.127903524	0.328111511	0.605023533	0.11706	0.96303	0.97349
Q14679	TTLL4	Host	532.6666667	87	255	276	254.5	25.57022799	2.844532373	12.7453484	13.53717602	12.51843715	-0.112804597	0.775689272	0.999718578	-1.225284218	7.34E-05	0.0016906	-0.832331148	0.003411809	0.03161505	-0.962582259	0.00732064	0.09264239	0.0995	0.96303	0.97155
Q8WZ42-12	TTN	Host	1786.5	72	2201	2443	2158	89.63248475	2.354095757	115.8837465	126.7026709	112.8789337	-0.071346978	0.861322042	0.999718578	0.360792474	0.048661811	0.18202453	0.43720914	0.052779091	0.209018666	0.427748247	0.026621821	0.167537815	0.1536	0.96303	0.97155
P50607-2	TUB	Host	35.66666667	144	27	29	22.5	1.955017351	4.708191513	1.534839217	1.621866214	1.322287393	0.202523108	0.591151698	0.999718578	-0.206983054	0.603883806	0.800926763	-0.332231845	0.459095968	0.735342143	-0.517766452	0.334284891	0.610963169	NA	NA	NA
P68363	TUBA1B	Host	31460.83333	61238	30052	29664	33962.5	1582.189095	2002.223833	1565.513655	1516.096378	1811.95216	0.151328486	0.65098918	0.999718578	0.02538638	0.858525668	0.940724547	-0.019082726	0.929486939	0.971118329	0.152902846	0.204948714	0.477666991	0.11504	0.96303	0.97155
Q9BQE3	TUBA1C	Host	207.1666667	2112	254.5	252.5	288.5	10.57747542	69.05347553	13.44307905	13.18881689	15.73914504	0.015601905	0.963097609	0.999718578	0.333767824	0.209181099	0.451199755	0.258237576	0.367969185	0.663460633	0.5521989	0.061458618	0.25250704	0.16774	0.96303	0.97155
Q13748	TUBA3C	Host	32.66666667	3598	38	43.5	34.5	1.790633077	117.6393963	2.160144083	2.432799322	2.027507336	-0.254136993	0.449560284	0.999718578	0.324311129	0.411398119	0.663654241	0.424119627	0.33830581	0.63596464	0.242102578	0.627851494	0.82116179	NA	NA	NA
P68366	TUBA4A	Host	2207.666667	5349	2533	2620	2376	114.2035647	174.8896972	137.6557796	138.3058711	130.7503753	-0.063538151	0.849772216	0.999718578	0.282684641	0.102077295	0.291685599	0.319992941	0.144308396	0.399396945	0.077684127	0.666829926	0.843762849	0.71244	0.96303	0.97155
P07437	TUBB	Host	1155.166667	3950	1207.5	1107	1283.5	59.51223447	129.1483089	64.79389026	58.13016945	70.46814122	0.229673718	0.494475274	0.999718578	0.097793109	0.623347783	0.814261299	-0.013697753	0.953857979	0.981735751	0.162088925	0.37325704	0.642747509	0.42562	0.96303	0.97155
Q9H4B7	TUBB1	Host	2387.5	4658	2020	2056.5	1998.5	121.0094848	152.2969171	106.2557641	106.541528	107.6607599	0.284785777	0.396728297	0.999718578	-0.22638129	0.176893756	0.40799444	-0.170020748	0.441237581	0.723634147	-0.165083896	0.296033223	0.577131847	0.34046	0.96303	0.97155
Q13885	TUBB2A	Host	21428.5	27787	21227	21770.5	22821	1059.174587	908.5174832	1090.261097	1094.508978	1196.851695	0.053386955	0.873217483	0.999718578	0.0767492	0.593671759	0.795741278	0.069615438	0.742246077	0.89641556	0.142487087	0.284539863	0.56634309	0.43058	0.96303	0.97155
Q13509	TUBB3	Host	23825.66667	40607	20360.5	20533	20194.5	1143.983796	1327.677311	1019.181586	1007.219718	1022.235695	0.066244507	0.843011991	0.999718578	-0.158472634	0.276950591	0.534424179	-0.175150864	0.409409347	0.698271175	-0.132687904	0.275608672	0.556016826	0.00694	0.96303	0.97155
P68371	TUBB4B	Host	5040.5	8237	5430	5573.5	5533	237.0042019	269.3150937	266.4587685	267.3572356	273.0463048	0.463425928	0.167707848	0.999718578	0.16818481	0.287219751	0.545027875	0.16172389	0.429653833	0.71547253	0.258212378	0.111558671	0.355183444	0.13084	0.96303	0.52677
Q9BUF5	TUBB6	Host	172.6666667	2721	147	167.5	179	9.465905128	88.96520213	8.356346846	9.367675549	10.51953082	0.34604387	0.304843225	0.999718578	-0.115263727	0.757483702	0.894401072	0.022056344	0.955749823	0.982406625	0.157313723	0.688656095	0.854772493	NA	NA	NA
P23258	TUBG1	Host	382.1666667	558	464.5	511	409.5	18.26702866	18.24424211	22.70912244	24.54821766	19.9879925	0.460653692	0.185083209	0.999718578	0.192859051	0.452007821	0.696413426	0.481231509	0.074305477	0.267016699	0.099950509	0.698597907	0.860501832	0.19681	0.96303	0.76882
Q9NRH3	TUBG2	Host	2244.166667	5124	2158.5	2413.5	2199.5	112.8133174	167.533148	112.719966	124.6142953	116.9856228	0.170459521	0.611595032	0.999718578	-0.053024192	0.746254024	0.887286536	0.072895664	0.739845637	0.895624019	0.058509993	0.69654424	0.859209622	0.48315	0.96303	0.97155
Q9BSJ2-4	TUBGCP2	Host	4257.5	4178	4600	4762	4743.5	204.1229414	136.6029454	228.6245469	232.6146278	235.5530836	0.079667262	0.812490289	0.999718578	0.099914136	0.525910033	0.747478713	0.150098672	0.4648748	0.739216706	0.318401155	0.049963482	0.228383161	0.35568	0.96303	0.97155
Q96CW5	TUBGCP3	Host	3953.333333	4240	4125.5	4276.5	4013.5	189.2005116	138.6300834	205.9105474	211.0246698	202.0866003	0.197899733	0.555862239	0.999718578	0.124414233	0.428372012	0.677478279	0.172182541	0.405116533	0.695466909	0.135401804	0.369810884	0.639676269	0.1283	0.96303	0.97155
Q9UGJ1	TUBGCP4	Host	1580.333333	390	1140.5	1340.5	1316.5	75.85128647	12.75135201	57.57120944	66.57037622	66.73272421	-0.308572705	0.375816808	0.999718578	-0.437979057	0.036038514	0.150555329	-0.183923551	0.425409327	0.712474708	-0.144449529	0.452087754	0.705851767	0.04176	0.96441	0.97155
Q96RT8	TUBGCP5	Host	2080.833333	847	1596	1759.5	1576	99.17107707	27.69332091	80.15347184	87.18907966	79.07151643	-0.043545564	0.89848874	0.999718578	-0.391883511	0.041869717	0.165555691	-0.242637793	0.286758619	0.585486671	-0.186446811	0.292650844	0.574273027	0.11566	0.9675	0.97155
Q96RT7	TUBGCP6	Host	1021.5	1355	987.5	1084.5	1053.5	49.13345133	44.30277431	49.56742647	53.49668502	53.02926079	-0.067605468	0.841794689	0.999718578	0.08733975	0.669359513	0.843079224	0.085099529	0.720338843	0.885722885	0.08769053	0.638509726	0.826181634	0.38193	0.99793	0.98672
P49411	TUFM	Host	13980.33333	30332	17452	19725	16155	689.9200766	991.728229	905.6406384	1016.466404	835.9139782	0.111337879	0.739307653	0.999718578	0.431686405	0.009283276	0.059991418	0.488851262	0.025288676	0.129837726	0.306185085	0.025147887	0.163289294	0.07404	0.96303	0.97155
O75896	TUSC2	Host	325.3333333	1317	382	276.5	351	16.64010503	43.06033488	20.26824448	14.14801702	19.24962541	-0.488485688	0.149624696	0.999718578	0.269097389	0.285884803	0.543382835	7.78E-06	0.999896711	1	0.137101643	0.571208763	0.785792647	0.49001	0.96303	0.97155
Q9H6E5	TUT1	Host	3397.833333	4547	2804	3350.5	3015	166.8054237	148.6676862	142.580562	165.2432206	153.5969858	0.160594778	0.632503267	0.999718578	-0.196669309	0.225826049	0.470652611	0.077259232	0.713119055	0.882622894	-0.079089147	0.583275475	0.793463064	0.12116	0.96303	0.97155
Q12792	TWF1	Host	4051.666667	7947	3440.5	2962.5	3642	200.5294456	259.8333191	176.8771436	148.47325	190.9252814	-0.075439271	0.821879118	0.999718578	-0.207966583	0.192179179	0.42758939	-0.432761938	0.039048556	0.173812121	-0.055486681	0.69353362	0.856805426	0.04698	0.96303	0.99702
Q6IBS0	TWF2	Host	2634.5	3326	2299	2393.5	2408	127.5294438	108.7461456	115.5532916	116.1959165	122.8856189	0.146922296	0.662219252	0.999718578	-0.14598478	0.372862996	0.629323411	-0.13751413	0.532040764	0.785608116	-0.042146191	0.780954024	0.902306933	0.63765	0.96441	0.78316
Q3B726	TWISTNB	Host	741	1388	798	897.5	696	36.28764686	45.38173486	41.41795245	44.87034588	36.1325562	-0.005036501	0.988135131	0.999718578	0.270485138	0.202439258	0.441880004	0.59579873	0.017914387	0.102326267	-0.009773327	0.962791387	0.983815031	0.96282	0.96303	0.97155
P40222	TXLNA	Host	6056.166667	8956	6979	5997	6020	292.7638544	292.8233555	349.3107684	294.0175273	306.288275	0.174938742	0.601692821	0.999718578	0.117606056	0.456191842	0.699712168	0.129197296	0.526508049	0.783034199	0.146552859	0.266823106	0.547693105	0.30185	0.96303	0.97155
Q8N3L3	TXLNB	Host	169.8333333	207	509.5	180	260	7.836308105	6.7680253	23.92326174	8.484658958	12.16323444	0.065033292	0.857874837	0.999718578	1.3179756	0.009664595	0.061634729	0.177718106	0.547316865	0.796200367	0.462598567	0.126347553	0.377424702	0.5938	0.97093	0.97155
Q9NUQ3	TXLNG	Host	5406	6700	4928	4790	4826	262.9147817	219.0616885	248.3375552	236.2678252	245.602756	0.400801301	0.232794733	0.999718578	-0.084664138	0.589926518	0.792788669	-0.110933709	0.587691269	0.822575445	-0.097468452	0.460292915	0.711451515	0.41126	0.96303	0.99617
P10599	TXN	Host	3590.166667	7436	4185	3545.5	3638.5	187.3567015	243.1257784	225.3928957	188.3226917	196.4650337	-0.452535862	0.177664994	0.999718578	0.391138272	0.020887902	0.10368065	-0.048973202	0.811432078	0.927498697	0.207628463	0.358649812	0.630233537	0.1653	0.2301	0.98672
Q99757	TXN2	Host	320.3333333	1195	350	346.5	292.5	16.31661281	39.0714504	19.16991032	17.79085687	16.06608888	0.2513628	0.459789767	0.999718578	0.319675898	0.225265382	0.469822574	0.809164314	0.006873246	0.052882714	-0.270375578	0.312036405	0.590497434	0.2228	0.96303	0.97155
O95881	TXNDC12	Host	1982.5	4590	3005	2813	2720	99.28742959	150.0736045	155.3776086	141.8497809	139.1789849	0.231360875	0.491015638	0.999718578	0.800839454	0.000103209	0.002224337	0.532938994	0.019011242	0.107270046	0.529509652	0.020454648	0.14832836	0.1047	0.96303	0.97155
Q9P2K2	TXNDC16	Host	90.16666667	78	90	108	74.5	4.941892056	2.550270403	5.116130722	6.040053488	4.378240479	0.470554182	0.258716203	0.999718578	0.001403069	0.997050784	0.999431977	0.271094602	0.507441474	0.769408255	0.01070591	0.980294433	0.99136047	NA	NA	NA
Q9BRA2	TXNDC17	Host	2325.333333	6520	2643.5	2172.5	2872.5	117.0607383	213.1764491	137.8353933	109.1098336	151.844244	-0.134344169	0.688646876	0.999718578	0.283512516	0.091483786	0.271620921	0.040484261	0.855991142	0.943977575	0.347157564	0.043224054	0.212720328	0.11898	0.96303	0.99569
Q8NBS9	TXNDC5	Host	4829.833333	8871	6116.5	6123.5	5327	231.7816396	290.0442147	315.7905226	306.4657977	267.5335062	0.227043311	0.498246771	0.999718578	0.510775931	0.027091197	0.123939922	0.461183656	0.029264348	0.143060298	0.225928982	0.127277852	0.3786434	0.74373	0.96303	0.97242
O14530	TXNDC9	Host	3409	6699	3197.5	2952.5	2786	169.4085038	219.0289927	162.9660477	148.635644	145.2696542	0.045734288	0.891493042	0.999718578	-0.081869666	0.629948514	0.817715777	-0.087007643	0.6777283	0.8663201	-0.192126073	0.19872613	0.470340615	0.65037	0.96441	0.97242
Q9H3M7	TXNIP	Host	208.5	73	58.5	92	82.5	9.953240678	2.386791531	3.005760624	4.678928518	3.965016646	-2.054337237	1.16E-07	7.14E-06	-1.515950078	5.40E-05	0.001335384	-0.956247389	0.002544976	0.02570776	-1.67439973	0.000847227	0.033823461	0.00016	0.09285	0.15075
O43396	TXNL1	Host	2905.666667	6711	2845	2603.5	3163.5	139.6516307	219.421342	141.8440577	127.4519579	162.7622344	-0.11577237	0.72984129	0.999718578	-0.081666242	0.603771625	0.800926763	-0.090714394	0.67324167	0.864320987	0.258451735	0.199463302	0.470584132	0.16767	0.9899	0.97155
P83876	TXNL4A	Host	1271.5	3262	1001	901.5	977.5	63.14232114	106.6536161	51.63000063	45.34940755	50.9797694	-0.170900313	0.611205022	0.999718578	-0.321031674	0.119517945	0.321895808	-0.532915191	0.027963083	0.138460148	-0.232164501	0.224726837	0.502012262	0.02778	0.96303	0.97917
Q9NX01	TXNL4B	Host	223.8333333	1418	175.5	225.5	155.5	10.42140839	46.36260809	8.778843376	10.73509662	7.718015391	-0.444866433	0.188985047	0.999718578	-0.005306709	0.9842235	0.993151397	0.346265156	0.235193546	0.527144435	-0.341309359	0.29603839	0.577131847	0.11423	0.96303	0.97155
P29597	TYK2	Host	2614	1162	2319.5	2518	2088.5	130.4371751	37.99248985	122.0455652	130.7084111	109.6779053	0.292680559	0.389838106	0.999718578	-0.193550075	0.257357087	0.510632407	-0.124975605	0.568881828	0.811576665	-0.210492494	0.200483663	0.471653036	0.39826	0.96303	0.97155
P04818	TYMS	Host	2514.166667	3552	1644.5	1093	1282.5	124.5406653	116.1353907	83.63665144	56.07597085	69.98535507	1.243101269	0.000278455	0.010268036	-0.696973048	0.000695866	0.009293303	-1.15761731	6.50E-06	0.000189319	-0.934417873	0.026286524	0.166791298	0.88056	0.96303	0.97155
Q2T9J0	TYSND1	Host	412.8333333	579	391	390.5	387.5	20.32029102	18.93085338	19.99409433	19.81862447	20.12261594	1.102137942	0.001819908	0.051130744	0.013123519	0.9566489	0.981883059	-0.061923381	0.816206915	0.929271549	-0.011960357	0.957667554	0.981397354	0.63706	0.96303	0.97155
Q9NV66	TYW1	Host	1817.5	1361	1783	1886.5	1678	89.91548496	44.49894895	92.92960102	96.88970473	86.29553763	0.03449925	0.918900528	0.999718578	0.040384904	0.822693263	0.924670589	0.08844579	0.693392289	0.874706028	0.002331559	0.988507892	0.994667348	0.78051	0.99682	0.97155
Q6IPR3	TYW3	Host	837.1666667	171	515	559	592.5	41.68295083	5.590977422	26.57694667	28.85919247	31.18781534	-0.319289797	0.381951178	0.999718578	-0.637624421	0.007169516	0.04977904	-0.588945735	0.021575416	0.11660251	-0.374534355	0.097350191	0.328887982	0.06212	0.98393	0.98246
Q01081	U2AF1	Host	3004.5	7442	2667	2992.5	2690.5	157.7708066	243.3219531	145.67414	160.3763844	150.2435905	-0.150980094	0.652391251	0.999718578	-0.111123765	0.481519544	0.719271149	0.043309676	0.836429375	0.935535129	-0.105062265	0.460314683	0.711451515	0.01432	0.96303	0.97155
P26368	U2AF2	Host	2392	8230	2776.5	2204	2536	120.0718255	269.0862233	141.4291481	111.2489986	132.542188	-0.171953611	0.607879315	0.999718578	0.300076022	0.118207502	0.31911275	-0.070460612	0.749404075	0.898902506	0.213206825	0.184614979	0.45228748	0.98022	0.96303	0.97155
O15042	U2SURP	Host	8704.333333	11851	8601.5	8764.5	9121	435.6797013	387.4776224	446.5612826	441.582867	474.7836176	-0.029903822	0.928837312	0.999718578	0.104075247	0.490215711	0.722418437	0.125116383	0.542598211	0.792922354	0.164395206	0.211519809	0.48499329	0.2457	0.99666	0.99009
Q9BZF9	UACA	Host	2366.333333	1059	1849	1900	2093.5	114.9236044	34.62482509	92.48166126	93.209289	101.9578101	0.237599703	0.485560171	0.999718578	-0.256055658	0.152407376	0.373194368	-0.384293362	0.089877719	0.300931526	-0.245116204	0.213010534	0.486243884	0.38763	0.96303	0.97155
Q16222	UAP1	Host	1778.166667	3694	1674	1371	1567.5	88.03255585	120.7781906	84.95594765	67.34907883	79.89350785	0.10381291	0.757394763	0.999718578	0.043361243	0.816773225	0.92144444	-0.350893577	0.136816509	0.388474258	-0.159392319	0.354802111	0.627708864	0.97864	0.96303	0.98373
Q3KQV9	UAP1L1	Host	1082	1789	1255.5	1408	1429	51.49914313	58.4927404	62.08717943	68.29701057	70.22056322	-0.296964773	0.37918131	0.999718578	0.538703889	0.014721655	0.082353407	0.325041137	0.179885176	0.451868426	0.441147196	0.047163396	0.221182898	0.68615	0.9675	0.99484
P22314	UBA1	Host	17106.5	35839	16726	15024.5	16593	840.6390589	1171.783859	850.8499708	742.7094269	847.4993778	-0.227558022	0.496523766	0.999718578	0.0916737	0.53501185	0.752920831	-0.137835905	0.515219428	0.774607041	0.019580845	0.854027311	0.935348132	0.09929	0.98766	0.97155
Q9UBT2	UBA2	Host	7864.333333	20556	6207	6124.5	6607.5	397.6508386	672.0943385	326.4950284	310.5685613	348.5388594	-0.274373765	0.412562525	0.999718578	-0.291736431	0.066007271	0.21868836	-0.316681392	0.124174114	0.365185142	-0.170776982	0.193285216	0.462320323	0.07477	0.96303	0.97242
Q8TBC4	UBA3	Host	2385.5	4378	2309	2036	2549	120.7605408	143.1421003	120.9338729	103.5908908	135.7937475	-0.345753191	0.303414236	0.999718578	0.118358512	0.47092202	0.711680241	-0.19997599	0.371367382	0.666512373	0.222813264	0.153061216	0.418907112	0.20339	0.96303	0.98576
Q9GZZ9	UBA5	Host	1039.5	3071	957	1058	1029	49.93788217	100.4087232	48.04496983	51.91471295	52.0063876	-0.04965397	0.882614189	0.999718578	0.028654075	0.887700344	0.952497055	0.051675983	0.82799981	0.932828932	0.092821125	0.634129399	0.825324149	0.48171	0.96303	0.97155
P62987	UBA52	Host	279.5	2685	250.5	222.5	267	14.05321416	87.78815426	12.87971394	11.28897557	14.13641172	-0.446378753	0.185235756	0.999718578	-0.152345874	0.556325921	0.769218396	-0.339363211	0.232737729	0.524260735	-0.006533331	0.978492136	0.990771156	0.29343	0.96303	0.97155
A0AVT1	UBA6	Host	9419.833333	22275	8087	8188.5	9013	454.7211978	728.2983747	407.2292041	400.0209989	453.2426661	-0.044110321	0.895120148	0.999718578	-0.066523734	0.655307378	0.836092556	-0.177815408	0.386998674	0.68004927	-0.030163128	0.799243468	0.909379996	0.09593	0.96303	0.9981
P41226	UBA7	Host	206.3333333	2035	551	616.5	618.5	10.61687599	66.5359009	29.7072103	32.45799566	33.50022486	0.13470371	0.689810992	0.999718578	1.741396647	2.60E-06	0.000131599	1.573379968	3.03E-07	1.36E-05	1.596218787	0.000329287	0.021432837	0.65853	0.96772	0.97155
Q9BSL1	UBAC1	Host	620	771	524	556.5	500.5	27.46201912	25.20844206	24.36277422	25.15549508	22.67166509	0.076165084	0.823946451	0.999718578	-0.192569598	0.430108304	0.678678613	-0.243884856	0.384984194	0.678577731	-0.183375686	0.434795249	0.69118006	0.03777	0.96303	0.97155
Q8NBM4	UBAC2	Host	432.6666667	728	571.5	765	597	19.80687777	23.80252376	28.72660473	36.87721728	29.46645602	-0.109954323	0.748064039	0.999718578	0.910838333	0.131209745	0.340638245	1.053171248	0.000208878	0.00364115	0.853160938	0.081854095	0.297709847	0.50987	0.96303	0.97155
Q9NZ09-4	UBAP1	Host	355.6666667	429	350.5	373.5	391	17.88372888	14.02648722	18.32044608	19.02886061	20.20816671	0.067725987	0.845940892	0.999718578	0.157790903	0.531707055	0.750234653	0.143375602	0.597674545	0.827945286	0.192093315	0.436386535	0.692231864	0.94145	0.96303	0.97155
Q5T6F2	UBAP2	Host	2840.5	4038	2846	2860	2830.5	139.5515464	132.025537	145.2932331	143.1460306	147.5526976	-0.024368388	0.942153752	0.999718578	0.11064825	0.483029987	0.719271149	0.069519659	0.743322247	0.896857457	0.053798944	0.735110019	0.879909577	0.43536	0.99431	0.97155
Q8TF42	UBASH3B	Host	811	795	600.5	804.5	527	37.75211771	25.99314065	29.15042893	37.90945291	25.38800784	0.24623881	0.472517591	0.999718578	-0.201495577	0.358688408	0.615319697	-0.089584373	0.722388903	0.887104427	-0.665505144	0.02732037	0.169226945	0.31338	0.96303	0.97155
P0CG48	UBC	Host	9861.333333	12078	8615	7800	8472.5	488.2732293	394.8995632	444.9551554	390.9614615	440.4814499	0.022080625	0.94742226	0.999718578	-0.054596365	0.712447999	0.869311024	-0.261964922	0.204185316	0.489347929	-0.178715509	0.18266352	0.450023587	0.15182	0.96303	0.97155
P49459	UBE2A	Host	393	894	372.5	277.5	308	19.00663807	29.23002231	18.58478749	13.51559253	15.59894005	0.370325856	0.279501678	0.999718578	-0.144050031	0.558647576	0.771370009	-0.523956795	0.06253005	0.236716714	-0.179953001	0.455193782	0.708495742	0.61305	0.96772	0.97155
P63146	UBE2B	Host	30.83333333	282	25	28.5	22	1.350390051	9.22020838	1.150194587	1.277483633	0.981956826	-0.18268473	0.605956152	0.999718578	0.085752593	0.832905832	0.928837593	0.239723404	0.602477304	0.829652674	-0.584963159	0.286685001	0.568392693	NA	NA	NA
O00762	UBE2C	Host	3573.666667	8257	1522	1168.5	1179.5	173.6965661	269.9690092	76.65677189	58.57198716	60.05245415	0.828382347	0.014133065	0.270438113	-1.213432811	1.19E-06	7.18E-05	-1.357850612	1.43E-07	7.16E-06	-1.555476285	3.52E-05	0.005930535	0.3798	0.9994	0.97155
P61077-3	UBE2D3	Host	903	1193	730.5	705.5	849	46.20495888	39.00605886	38.57254179	36.20307696	46.11348539	0.09320283	0.783731479	0.999718578	-0.159926355	0.447366222	0.692704402	-0.204028843	0.408032342	0.69803592	0.017914798	0.924722373	0.966140359	0.12249	0.96303	0.98672
Q9Y2X8	UBE2D4	Host	169.5	484	138.5	158	159	9.29329041	15.82475481	7.873156722	8.836374547	9.344164244	-0.407722608	0.238192591	0.999718578	-0.317057791	0.400706906	0.654263393	0.09528105	0.811022017	0.927229466	0.038116394	0.922767393	0.964748404	NA	NA	NA
P51965	UBE2E1	Host	1400.833333	2187	1217	1019	1207	70.47080192	71.50565861	63.15546548	52.59801051	64.06428388	0.040056356	0.905425612	0.999718578	-0.194815747	0.320571351	0.579660309	-0.448919819	0.062339701	0.236106864	-0.129331396	0.456390044	0.709128998	0.0148	0.96303	0.97155
Q96LR5	UBE2E2	Host	806.3333333	3009	636.5	595.5	653.5	42.09329965	98.38158516	34.2532292	31.48338463	36.016469	-0.297998489	0.375772174	0.999718578	-0.150530235	0.485216986	0.719921613	-0.28224571	0.259560743	0.554650451	-0.156498981	0.43712999	0.693007552	0.04222	0.97358	0.97155
Q969M7-2	UBE2F	Host	742.8333333	566	686	741	739	36.58458277	18.50580831	34.58517312	36.1622707	37.33807211	-0.293072275	0.394538749	0.999718578	-0.017716599	0.935640652	0.972605739	0.01755554	0.944959344	0.977312536	-0.012368806	0.952201318	0.978759149	0.1927	0.99044	0.97155
P62253	UBE2G1	Host	1948.166667	9230	1791	1647.5	2092.5	93.65823739	301.7819977	88.44218847	78.87692141	103.0014881	0.39076384	0.244262327	0.999718578	-0.034372791	0.857371113	0.94018073	-0.237661758	0.306729525	0.606215155	0.106182461	0.528263098	0.758258866	0.69712	0.96303	0.97155
P60604	UBE2G2	Host	1508.5	1435	1481.5	1576	1391.5	68.75654375	46.91843626	71.06514565	73.29608544	65.43024218	-0.050350082	0.881749211	0.999718578	0.09386442	0.629628753	0.817551153	0.102688734	0.655412831	0.85554536	0.044299824	0.798388047	0.909240853	0.00094	0.96303	0.98366
