UniProtID	GeneID	Origin	Inf0h_counts	Inf15h_counts	Inf24h_counts	Inf48h_counts	Inf72h_counts	Inf0h_TMM	Inf15h_TMM	Inf24h_TMM	Inf48h_TMM	Inf72h_TMM	logFC_15h	pval_15h	FDR_15h	logFC_24h	pval_24h	FDR_24h	logFC_48h	pval_48h	FDR_48h	logFC_72h	pval_72h	FDR_72h	Ttest_FDR_24h	Ttest_FDR_48h	Ttest_FDR_72h
Q9BXK5	BCL2L13	Host	1671.833333	1589	2192.5	2072.5	2149	80.08666256	51.95358552	111.1032444	102.634548	106.4703049	-0.206240988	0.54177285	0.999718578	0.54784189	0.006610792	0.046992585	0.403631986	0.073521454	0.265380885	0.422386596	0.028335641	0.171308585	0.91545	0.96303	0.97155
Q92843-2	BCL2L2	Host	5424.166667	5035	3742	3979.5	4212.5	266.6208802	164.6232241	191.3716819	199.3939644	213.7814977	-0.307237519	0.360125635	0.999718578	-0.498012651	0.004643781	0.03616765	-0.450445234	0.031256395	0.149626549	-0.239953169	0.133584665	0.388819762	0.01109	0.85463	0.15075
P41182	BCL6	Host	2758.666667	278	561.5	596.5	511.5	132.8885441	9.089425282	28.72172766	30.45127251	26.1025004	-0.498639129	0.157983981	0.999718578	-2.075404925	1.46E-08	1.65E-06	-2.03018283	1.63E-08	9.35E-07	-2.495236184	4.80E-06	0.001683946	0.0244	0.96303	0.97155
Q9BQE9	BCL7B	Host	436.5	906	480.5	447.5	489.5	22.89228441	29.6223716	26.19270873	24.01120076	27.56571301	0.301278914	0.378362654	0.999718578	0.046266915	0.839534968	0.932161347	0.038751765	0.884943181	0.955118536	0.181228763	0.437311969	0.693007552	0.93854	0.96303	0.97155
Q86UU0	BCL9L	Host	550.6666667	696	716.5	621.5	566.5	26.47300947	22.75625898	36.30271581	30.4338727	28.04857108	-0.529775142	0.121919625	0.999718578	0.493030274	0.036046618	0.150555329	0.197709922	0.441910392	0.724194675	0.07062763	0.738064414	0.881481184	0.00047	0.24541	0.45637
Q9NYF8	BCLAF1	Host	9065.333333	17484	8962	8834.5	9052	436.2634945	571.6529196	453.2573101	434.0511069	460.0221529	0.014283998	0.965956895	0.999718578	0.054631172	0.716011719	0.871736969	0.040740258	0.841126399	0.93844777	0.120314837	0.348911587	0.622334899	0.06417	0.99044	0.97242
Q6W2J9	BCOR	Host	1512.666667	1220	1426	1360.5	1369	73.47911245	39.88884476	72.77651129	67.41689501	68.30573123	0.177716512	0.600862854	0.999718578	0.078226287	0.685314887	0.853309129	-0.124464764	0.58606017	0.821461617	-0.138920338	0.426053908	0.685964735	0.6963	0.96303	0.98103
P11274	BCR	Host	3470	3219	3562.5	3939.5	3413	171.6788877	105.2476978	181.6393013	198.1727803	174.6617496	0.170880349	0.611504144	0.999718578	0.136746701	0.390515849	0.646395946	0.205647378	0.317912234	0.616795586	0.045122278	0.753497593	0.888455672	0.4613	0.96303	0.97155
Q9Y276	BCS1L	Host	1482.5	2672	2208.5	2474.5	2304	68.73968748	87.36310919	108.0297721	118.2334602	109.5795437	-0.048522182	0.885369202	0.999718578	0.748006345	0.000593864	0.008253679	0.953508084	7.88E-05	0.001547015	0.60382781	0.00919991	0.103608507	0.56192	0.96303	0.97155
Q02338	BDH1	Host	1470.333333	4147	1552	1707	1519	75.21414639	135.5893764	83.46148116	89.80415959	81.19861857	0.041229563	0.902287182	0.999718578	0.095596662	0.612238328	0.806450403	0.250376423	0.264295058	0.56075852	0.188332258	0.286411666	0.568386663	0.54675	0.96303	0.97155
Q9BUT1	BDH2	Host	959	2140	949.5	974.5	1059.5	46.23284042	69.96895721	47.70533051	47.79997848	51.77767	-0.482689262	0.152681533	0.999718578	0.256088813	0.219343922	0.463104075	0.070377265	0.770047616	0.908235322	0.018489002	0.926064331	0.966896218	0.12193	0.96303	0.97155
A6H8Y1	BDP1	Host	847.8333333	249	722	765	721.5	42.05895301	8.141247825	37.53660788	38.69801647	37.3343361	-0.001610587	0.996409649	0.999718578	-0.147394557	0.478082873	0.716340514	-0.096603107	0.690078087	0.872981229	-0.168732606	0.397999031	0.663825208	0.77673	0.96303	0.97155
Q14457	BECN1	Host	1111.166667	772	1053	1115	1129	52.02420053	25.24113783	51.91981137	54.0089292	55.00696623	-0.172469984	0.613829531	0.999718578	0.053089017	0.800685588	0.914912592	0.000559728	0.998106628	0.999661909	0.147868161	0.444997285	0.699872146	0.29728	0.96303	0.97155
Q5T5X7	BEND3	Host	1426.666667	850	1649.5	1893.5	1509.5	67.18932135	27.79140824	82.60405014	92.00198228	74.68993601	0.287444168	0.401219642	0.999718578	0.370403157	0.074704226	0.238585883	0.548602826	0.017679793	0.101416152	0.199136958	0.282576124	0.564458398	0.11992	0.96303	0.97155
Q6ZU67	BEND4	Host	324	145	352.5	457	356.5	14.19464955	4.740887288	16.21774368	20.48456211	15.91216402	0.212498699	0.572880456	0.999718578	0.198271308	0.584000003	0.790002353	0.53753356	0.163449286	0.428285742	0.119708706	0.744055744	0.883258407	NA	NA	NA
Q9NYM9	BET1L	Host	209.1666667	217	125	120	137.5	11.46676576	7.094983044	7.105737114	6.711170542	8.08064518	-0.271112934	0.45043345	0.999718578	-0.781155651	0.050305489	0.185091982	-0.648243176	0.109328766	0.338673158	-0.405566433	0.327783664	0.604695303	NA	NA	NA
Q96G01	BICD1	Host	1770.166667	1001	1157	1215	1092.5	84.97054057	32.72847017	58.20028051	59.79586392	53.98556947	-0.1810344	0.594531535	0.999718578	-0.59564166	0.00531255	0.039965607	-0.501299078	0.031216482	0.149524168	-0.608436993	0.013062695	0.120904828	0.00153	0.21433	0.97155
Q8TD16-2	BICD2	Host	1748.166667	2902	1766	1546.5	1665	84.36859129	94.8831373	88.79849165	76.37589293	83.42559418	0.248196144	0.46118489	0.999718578	0.05940303	0.738467842	0.884439026	-0.151278954	0.496908277	0.761448016	0.006150237	0.968709529	0.986680288	0.83718	0.96303	0.97155
P55957-2	BID	Host	278.3333333	683	251.5	228	243	14.36913548	22.33121391	13.429694	11.69094158	13.07932002	0.140054374	0.683578213	0.999718578	0.100853019	0.697249113	0.859147176	-0.067032263	0.819160115	0.930110354	-0.12887477	0.624509297	0.819405304	0.36722	0.99088	0.97155
Q9NQY0	BIN3	Host	1275.5	1347	707	796.5	685	65.63771116	44.04120811	37.03615811	40.78722054	35.88892151	0.242304566	0.47528024	0.999718578	-0.66391797	0.007184501	0.049840155	-0.454557025	0.065803661	0.245652797	-0.797795647	0.022319241	0.154459345	0.36468	0.96303	0.97155
Q13490	BIRC2	Host	688.1666667	325	296.5	326.5	431	32.64538632	10.62612668	14.3186899	15.72307033	20.02892684	-0.693633343	0.047785897	0.660789363	-1.274076176	0.000131449	0.002703089	-1.043234812	0.000206627	0.003617538	-1.113972081	0.06074282	0.251155377	0.00394	0.96303	0.97155
O15392	BIRC5	Host	1168.833333	1878	1234.5	1233.5	904	58.44435681	61.40266432	64.58921227	63.83371112	47.61433735	1.018028831	0.002942317	0.076647405	0.273559919	0.179143177	0.410597996	0.202294634	0.39299786	0.68492458	-0.348195382	0.097947755	0.329421995	0.31579	0.96303	0.97155
Q9NR09	BIRC6	Host	7773.666667	7669	5214.5	5013	6025	383.5062595	250.7438939	261.5296233	245.8083746	300.9568136	0.263204514	0.43264049	0.999718578	-0.472238921	0.024333672	0.116136014	-0.591903615	0.007442743	0.056035797	-0.38095494	0.073637902	0.28247695	0.32773	0.96303	0.97155
P51451	BLK	Host	1958	871	1129.5	975.5	854.5	90.6065139	28.4780195	55.54236889	47.32298807	41.65944373	0.470611499	0.170291682	0.999718578	-0.56325694	0.013457052	0.077058076	-0.854999923	0.000633628	0.008868138	-0.962074285	0.00388391	0.067558263	0.46756	0.96303	0.97242
P54132	BLM	Host	4309.666667	5881	4877	4972.5	4177	208.4446555	192.2838492	246.6035117	248.644923	206.3949992	0.631781022	0.060787482	0.756060408	0.17198564	0.280025226	0.536972223	0.198363739	0.340751137	0.637358616	0.03911479	0.797728794	0.908810663	0.10781	0.96303	0.3884
Q13867	BLMH	Host	7621.166667	8186	5832.5	5202	6045.5	372.3096344	267.6476092	295.1864042	253.0366355	308.5783673	-0.231129509	0.490484581	0.999718578	-0.279341118	0.081367256	0.2530484	-0.525266503	0.014428167	0.08824344	-0.329586236	0.029337391	0.174232584	0.10681	0.96303	0.66996
Q8WV28	BLNK	Host	1431	68	796	552.5	638	65.87713584	2.223312659	38.12327437	25.93655968	30.10214961	0.575604201	0.181361681	0.999718578	-0.724522858	0.002328152	0.022079096	-1.400262628	4.24E-07	1.80E-05	-1.203807295	0.000664432	0.030535782	0.39072	0.96303	0.97155
P78537	BLOC1S1	Host	422.8333333	1368	306	350.5	344.5	20.32746906	44.72781938	15.31392668	17.02644592	16.973685	-0.295502217	0.382851227	0.999718578	-0.397280445	0.126743686	0.332903502	-0.266539833	0.328088212	0.626300842	-0.20171122	0.399030382	0.664548156	0.00276	0.96303	0.99617
Q6QNY1	BLOC1S2	Host	815.6666667	951	683.5	643.5	659.5	40.48574317	31.09368145	35.53770784	32.30819514	34.12178451	0.015469815	0.96378432	0.999718578	-0.216182915	0.306420047	0.566395781	-0.263249641	0.288127518	0.587093462	-0.27566742	0.191474589	0.460074847	0.00908	0.96303	0.97155
Q6QNY0	BLOC1S3	Host	526.3333333	984	517	537	558	27.0170767	32.17264201	27.37885867	27.62325998	29.9023392	-0.017692527	0.958551135	0.999718578	0.115255621	0.613522363	0.807503361	0.18259303	0.487696165	0.754475962	0.245063995	0.265791016	0.54743499	0.43305	0.98816	0.97242
Q9NUP1	BLOC1S4	Host	271.5	185	234	228	247	13.82889715	6.048718263	12.27773816	11.7298001	13.13771924	-0.089885242	0.805402993	0.999718578	-0.157089817	0.545611561	0.760929896	-0.175209534	0.537064269	0.789265425	-0.072093402	0.770410202	0.89751454	0.0686	0.96601	0.97155
Q8TDH9	BLOC1S5	Host	417.1666667	1285	411.5	402.5	376	20.18699875	42.0140701	20.56875804	19.5682395	18.83195432	-0.060972303	0.857242609	0.999718578	0.097172498	0.694670826	0.858325864	-0.022307453	0.934428311	0.972869753	-0.092213146	0.682020586	0.851049498	0.20481	0.96303	0.98672
Q9UL45	BLOC1S6	Host	508	317	369	360.5	340	25.08731844	10.36456048	18.98734215	17.87437342	17.48659353	-0.190612223	0.588138889	0.999718578	-0.391533099	0.110987507	0.307235677	-0.281122275	0.295306866	0.594063461	-0.587595963	0.03037392	0.177129994	0.17558	0.96303	0.97155
P30043	BLVRB	Host	1402.833333	6626	2041	2237	2122.5	68.59602371	216.6422012	105.8238109	113.6052825	109.6760778	0.002166135	0.994844662	0.999718578	0.827562974	0.000345106	0.005677353	0.790605193	0.000734791	0.009967239	0.543543169	0.018933318	0.145910532	0.8321	0.96303	0.97155
Q96LC9	BMF	Host	287.5	268	130	153	201	12.58261508	8.762467538	5.981011855	6.858070029	8.971514638	-0.869739173	0.013852196	0.267230367	-0.837229639	0.036814375	0.152832524	-0.636922786	0.113699149	0.347112438	-0.31272199	0.433321276	0.690627175	NA	NA	NA
Q9NSY1	BMP2K	Host	2081.5	2253	2123	1921.5	1706.5	103.2233997	73.66357972	108.6806285	96.51561831	87.7160243	0.252369356	0.454573373	0.999718578	0.131203813	0.447172922	0.692538122	-0.041379566	0.851619838	0.941951996	-0.24566258	0.144716339	0.405234777	0.15875	0.96303	0.97155
Q14692	BMS1	Host	4009	7146	2024.5	2873	2325	198.1593178	233.6440038	103.2926509	141.1363241	115.8948255	-0.727888736	0.030657734	0.474960074	-0.903377536	2.17E-05	0.000716679	-0.443944707	0.042115072	0.182062533	-0.748768549	0.018321033	0.143326955	0.02644	0.9741	0.9897
Q12981	BNIP1	Host	912.5	2751	834	1184.5	844.5	41.86984821	89.94607537	40.63565714	55.81410908	40.15305517	0.005205675	0.987658612	0.999718578	0.251127794	0.253193098	0.505070419	0.502183622	0.040283478	0.17743577	0.019667155	0.922604689	0.964748404	0.95144	0.96303	0.97155
Q12982-2	BNIP2	Host	933	895	830.5	853.5	675.5	42.45993668	29.26271809	39.5859046	39.6561797	31.6487343	-0.031354589	0.926737912	0.999718578	-0.199350816	0.344937601	0.602357145	-0.00204658	0.993417533	0.997979546	-0.337499418	0.125930514	0.377424702	0.07582	0.96303	0.97155
O60238	BNIP3L	Host	428	43	380.5	430.5	433.5	21.89358899	1.405918299	19.44598392	21.9835155	22.03445912	0.424468424	0.366849967	0.999718578	0.361040492	0.182709264	0.415346695	-0.178010201	0.568955735	0.811576665	0.327170059	0.240691421	0.521090998	0.02559	0.96303	0.97155
Q96IK1	BOD1	Host	320.1666667	421	238.5	277.5	280.5	14.3143612	13.76492102	11.14084712	12.64405145	12.73195844	-0.354564395	0.307344288	0.999718578	-0.44668445	0.122587668	0.32645497	-0.17824057	0.553182477	0.800061234	-0.394533784	0.212333565	0.485679247	0.00204	0.96303	0.97155
Q8NFC6	BOD1L1	Host	13834.66667	7396	10476.5	9767.5	11176.5	663.8012296	241.8179474	521.8035153	474.3675071	556.452139	-0.211980432	0.527180448	0.999718578	-0.330014795	0.036993742	0.153138014	-0.497384373	0.019216761	0.107857078	-0.214986829	0.08848785	0.312007619	0.03156	0.92373	0.97242
Q9Y3E2	BOLA1	Host	256.1666667	376	203.5	199.5	222	12.26267173	12.29361117	9.97493735	9.530814435	10.59433254	0.184907571	0.598610317	0.999718578	-0.213848661	0.433958821	0.681367756	-0.4841713	0.107143592	0.335275573	-0.333436066	0.307205867	0.586558943	0.13181	0.96303	0.97155
Q9H3K6	BOLA2	Host	1486.166667	3550	1964	2096.5	2001.5	76.66862631	116.0699991	106.1612561	110.9879692	109.9006183	0.034289421	0.918730947	0.999718578	0.522099941	0.009984112	0.063123079	0.626501068	0.00672588	0.051996723	0.370848139	0.04149159	0.209206622	0.35394	0.99253	0.97155
Q53S33	BOLA3	Host	681.1666667	1802	908.5	965.5	847.5	33.02846959	58.91778546	46.3175646	48.3735768	43.36815454	0.265050051	0.433273126	0.999718578	0.420106319	0.053171571	0.190971245	0.58098651	0.020192673	0.111321763	0.513650795	0.045160035	0.215290396	0.08508	0.96303	0.97155
Q14137	BOP1	Host	5292.833333	10833	5477	5757.5	5360	259.4569845	354.193324	276.8581005	283.3099385	271.2961377	-0.245783352	0.463206313	0.999718578	0.062400029	0.697086976	0.859147176	0.172001576	0.402631969	0.693035322	0.109020194	0.445538516	0.70013754	0.02596	0.96303	0.9897
Q6PGQ7	BORA	Host	373.5	219	300.5	246.5	218	19.32043592	7.160374593	16.16095238	12.9309754	11.65958055	0.189327955	0.601857396	0.999718578	-0.477109095	0.065672656	0.218324315	-0.521232345	0.067718124	0.250482577	-0.474440715	0.142324941	0.402036557	0.56142	0.96303	0.43053
P07738	BPGM	Host	641.5	129	240.5	326.5	230	30.61080172	4.217754897	12.14868327	16.4946895	11.5450327	0.136238909	0.720358804	0.999718578	-1.176209766	0.000172916	0.003267245	-0.895964209	0.001441334	0.016738143	-1.476872875	0.001050386	0.037511777	0.47183	0.96303	0.97155
Q86WA6	BPHL	Host	2120.166667	4346	3297	3452	3388.5	99.45785297	142.0958355	163.8859588	167.3836271	162.0561229	0.042351175	0.899622938	0.999718578	0.923478545	4.16E-05	0.001123094	0.822033059	0.000332705	0.005460986	0.568932446	0.009136581	0.103424043	0.54095	0.96303	0.95947
P15056	BRAF	Host	2088	2896	1982	2291	2207	104.9674108	94.68696265	103.2665043	117.8909867	116.2603362	-0.000141323	0.999664831	0.999718578	0.112929438	0.511471683	0.737826277	0.16854262	0.443938999	0.725247574	0.095928837	0.519862395	0.750860664	0.54404	0.96303	0.97155
Q7Z569	BRAP	Host	2841.333333	1790	2202	2165.5	2197.5	131.9753313	58.52543617	106.6252339	103.3336681	105.1581273	0.104913785	0.756171815	0.999718578	-0.295290537	0.083902486	0.257652549	-0.325993445	0.140428	0.39348068	-0.321864854	0.058800466	0.246278444	0.02148	0.96303	0.97624
Q6PJG6	BRAT1	Host	350.1666667	140	252	255	199	16.04633102	4.577408416	12.03290503	11.89086773	9.468803822	0.230559915	0.542541188	0.999718578	-0.736356158	0.011683231	0.069761869	-0.323898441	0.266584521	0.563394519	-0.531418338	0.074022482	0.283144764	0.21271	0.96303	0.98341
P38398	BRCA1	Host	4928.833333	1700	4175.5	4098	3677	237.465913	55.58281647	210.4219117	203.0291393	181.4418212	0.803708824	0.018488142	0.333068826	-0.212575896	0.187177544	0.421110295	-0.300968785	0.146855837	0.40480651	-0.336564805	0.047908331	0.222992006	0.5337	0.96303	0.97155
P51587	BRCA2	Host	2933	439	1573.5	1470.5	1428	137.2858042	14.35344496	77.10782667	71.38162183	68.55759413	0.379023319	0.279190344	0.999718578	-0.928500641	2.50E-05	0.000795004	-0.935076302	0.000111725	0.00209219	-0.968476057	0.000506708	0.027529142	0.38193	0.99431	0.97155
P46736	BRCC3	Host	885.3333333	2723	834.5	789	832.5	42.12835329	89.03059368	40.84832802	37.50889561	40.35947354	-0.074922726	0.823816267	0.999718578	-0.054356434	0.799168224	0.914058796	-0.232876885	0.352008014	0.648611102	-0.098305228	0.654871727	0.836388075	0.76209	0.96303	0.98181
O95696-2	BRD1	Host	2310.833333	799	1702.5	1925.5	1565	111.0978879	26.12392374	86.84700855	95.52360747	78.72894426	0.112397731	0.742566037	0.999718578	-0.29043839	0.113904359	0.312410493	-0.123558575	0.577074902	0.815258451	-0.478927895	0.018649676	0.145055383	0.85128	0.96303	0.97155
P25440-2	BRD2	Host	1635.833333	6472	1920.5	1890.5	1829.5	78.81533736	211.6070519	96.10178024	92.46704175	92.33681911	0.316790808	0.345354225	0.999718578	0.197996842	0.270232952	0.527058274	0.194627665	0.381025223	0.675138217	0.298838783	0.100414293	0.333934898	0.11869	0.96303	0.97155
Q15059	BRD3	Host	2242.166667	1116	1587.5	1587	1998	111.6028483	36.48848423	78.80323264	77.33082576	97.87189891	-0.0762231	0.822419396	0.999718578	-0.503550352	0.126852072	0.333033029	-0.581762536	0.026899755	0.135503472	-0.134955311	0.730923997	0.877608982	0.04777	0.96303	0.97155
O60885	BRD4	Host	10313	16298	9927.5	10338	10433	501.9440592	532.8757311	502.0022323	510.3703286	522.1074796	0.083039886	0.804075827	0.999718578	0.015496277	0.916345792	0.964713549	0.031728889	0.876966347	0.952495106	0.072673216	0.567943665	0.783996981	0.4697	0.96303	0.97155
Q9H0E9-2	BRD8	Host	2374.5	2975	2315	2325	2102	115.8752422	97.26992883	117.4978658	117.0168765	106.5561799	0.065997444	0.844477485	0.999718578	0.069762323	0.672563177	0.845336587	0.047508581	0.828336967	0.93294832	-0.052901976	0.716809151	0.870241675	0.69898	0.97122	0.97155
Q9H8M2	BRD9	Host	2698.166667	3924	3001.5	5578	2393.5	127.2043931	128.2982187	149.4127716	277.9064121	119.8144515	0.439072641	0.192314443	0.999718578	0.23481917	0.162855386	0.389548151	1.168473531	1.84E-05	0.000456408	0.084934298	0.626538916	0.820514812	0.08266	0.96303	0.97155
Q9NXR7	BRE	Host	996.6666667	3298	807.5	813.5	867	48.19640106	107.830664	40.2401475	39.27322934	43.05834243	-0.267899344	0.425611027	0.999718578	-0.24629461	0.259341204	0.513144193	-0.256724476	0.299830253	0.599883483	-0.147143888	0.458166172	0.710170765	0.17566	0.96303	0.97155
Q92994	BRF1	Host	2245.833333	3385	1806	1844.5	1946.5	108.4227007	110.6751963	90.35159299	90.88254301	95.68629867	-0.150279244	0.654792871	0.999718578	-0.306581471	0.088315032	0.265394612	-0.233361929	0.293141074	0.592373963	-0.174126816	0.348769363	0.622218729	0.00774	0.99562	0.97155
Q8WY22	BRI3BP	Host	799.8333333	458	952.5	1020	788	37.87778083	14.97466467	47.73497272	50.30577213	39.24954619	0.683307757	0.052451027	0.693574849	0.34426101	0.13315343	0.342814958	0.29492706	0.227317375	0.518417218	0.221135078	0.299888408	0.581047786	0.06982	0.96303	0.97155
Q9BX63	BRIP1	Host	2154.5	81	1858	1965.5	1456	107.532196	2.648357726	95.75699326	100.5640289	76.09695506	1.024041344	0.017625769	0.320798057	-0.187807889	0.282282257	0.540108539	-0.090941707	0.681449441	0.867778232	-0.463603891	0.019491849	0.146557355	0.56839	0.96303	0.97155
Q8TDN6	BRIX1	Host	3444.333333	9361	1602	1808.5	2170	162.4143533	306.0651441	79.00972568	86.82079276	103.1462483	-0.749998402	0.025913831	0.415090322	-1.094315305	2.49E-06	0.000128028	-0.903799195	0.000108122	0.002034164	-0.683384319	0.031083774	0.179326045	0.02478	0.96303	0.97155
Q8WUW1-2	BRK1	Host	733.5	2828	681	666.5	741.5	33.43563057	92.46364999	32.58852172	30.8799577	34.67940835	-0.058851044	0.861142099	0.999718578	-0.027179989	0.899888586	0.95696957	-0.173754377	0.496430357	0.761448016	0.027578726	0.889992163	0.952542998	0.21062	0.96303	0.99904
Q5PSV4	BRMS1L	Host	548.1666667	608	737.5	747.5	527	29.53526502	19.87903083	40.99177122	41.07223919	30.32781547	0.152354862	0.658583164	0.999718578	0.708886988	0.00562176	0.041921375	0.577023001	0.028600007	0.140793426	-0.00671968	0.974371719	0.989755217	0.14112	0.96303	0.97155
Q5VW32	BROX	Host	3638.5	4267	2635.5	2277.5	2511	182.1522651	139.5128694	137.1259305	115.2763223	133.0163948	-0.294114501	0.381257304	0.999718578	-0.310381146	0.060358313	0.207306504	-0.50992362	0.019788591	0.109751985	-0.474739315	0.013190564	0.121808975	0.0539	0.94993	0.97155
P55201	BRPF1	Host	2695.333333	4141	2695	2965	2694.5	125.8426709	135.3932018	133.0678965	143.4171269	130.4862235	0.17712607	0.59807414	0.999718578	0.156703244	0.354408838	0.610522762	0.243002914	0.263126401	0.559013736	0.110192215	0.461699767	0.711648009	0.65723	0.96303	0.97155
Q9ULD4	BRPF3	Host	394.8333333	97	351.5	378	310.5	21.64423631	3.171490117	19.98133276	21.14018721	18.24756602	0.268510085	0.499201569	0.999718578	-0.080352021	0.81435677	0.920383515	-0.008560737	0.981529516	0.993450405	-0.197220259	0.571919824	0.785829912	NA	NA	NA
Q9NSI6	BRWD1	Host	2568.333333	1584	2006.5	2016	1554.5	125.3739853	51.79010664	103.7434082	101.8894846	80.21076503	0.354793787	0.295383091	0.999718578	-0.298525979	0.091657841	0.271937378	-0.310453294	0.163051448	0.428028609	-0.619982987	0.012198949	0.11763168	0.98431	0.96303	0.98224
Q6RI45	BRWD3	Host	606.8333333	38	596.5	571.5	544	27.78620389	1.242439427	28.73337835	26.85483003	25.52489985	-0.065406133	0.888061179	0.999718578	0.148768173	0.514171558	0.739075771	-0.08409183	0.745793987	0.897693414	-0.115802321	0.583708336	0.793650603	0.9499	0.96303	0.97155
Q9NW68	BSDC1	Host	691.8333333	1274	812.5	759	786	34.18762045	41.65441658	41.75992191	38.10710196	39.83163894	-0.051285687	0.879751478	0.999718578	0.3914581	0.073588242	0.23652106	0.245620304	0.322782869	0.621020389	0.193485603	0.384121319	0.652270811	0.61413	0.96303	0.97969
P35613	BSG	Host	859.3333333	5437	1716	1838	1588.5	43.49815074	177.7669254	91.69497786	98.43505677	86.73174496	0.357200148	0.287766447	0.999718578	0.970611522	0.000422054	0.006606173	0.744091965	0.013974581	0.086164128	0.961150992	0.003078511	0.059595689	0.02	0.96303	0.97155
Q10589	BST2	Host	120	195	54	82	62	6.583861683	6.375676007	3.069678433	4.585966537	3.643636372	-0.615128898	0.087552514	0.933934046	-1.312727331	0.002893993	0.02580584	0.171703139	0.678922299	0.867022449	-1.037143304	0.050875562	0.229973249	NA	NA	NA
O14981	BTAF1	Host	6327	9026	6617	7096.5	6650.5	300.7149918	295.1120597	326.0501206	345.3887587	326.8686138	0.311779864	0.352596175	0.999718578	0.075646602	0.627935759	0.816944828	0.239314741	0.239890343	0.532865358	0.162868801	0.219965527	0.495490306	0.11041	0.96303	0.33448
Q9H0C5	BTBD1	Host	168.5	559	107.5	83	93.5	8.444061754	18.27693789	5.460647113	4.275512634	4.55493255	-0.119277931	0.72929872	0.999718578	-0.706723295	0.019676636	0.099631509	-0.90112524	0.004356176	0.038091765	-0.929448893	0.143881007	0.404339697	0.02725	0.96441	0.97155
Q9BX70	BTBD2	Host	206.1666667	1193	164	132	199	9.465467088	39.00605886	8.087182164	6.355312445	9.638410951	-0.38213451	0.260024383	0.999718578	-0.203387501	0.46679221	0.708094092	-0.284146784	0.364241723	0.659015497	0.216174357	0.512596316	0.744898248	0.73991	0.96303	0.98181
P20290	BTF3	Host	4634.833333	11587	3866	3695.5	3775	221.1705341	378.8459379	191.625076	177.0881027	188.5014387	-0.031071849	0.926068109	0.999718578	-0.238655364	0.150100891	0.369751228	-0.269991503	0.195746818	0.476136027	-0.206022677	0.180029163	0.447355805	0.11663	0.96303	0.97155
Q96K17	BTF3L4	Host	855.8333333	5510	860.5	846.5	951.5	39.23255482	180.1537169	41.36172924	39.33130935	44.58972183	-0.147681254	0.659758598	0.999718578	0.110012963	0.598336026	0.799202437	-0.119136784	0.629347047	0.845590148	0.168640104	0.414158333	0.675287253	0.32101	0.96303	0.98181
P62324	BTG1	Host	44.5	34	13	20	42	1.951321105	1.111656329	0.598101185	0.896479742	1.87464485	-1.223095279	0.005577088	0.126556987	-1.639322752	0.001056361	0.01267162	-1.057598764	0.024293072	0.126496376	-0.400172144	0.410354661	0.672618291	NA	NA	NA
Q06187	BTK	Host	9384.333333	12702	9908.5	10246.5	9956	449.9309401	415.3017264	497.269716	510.1492345	496.7675001	-0.001160516	0.997234365	0.999718578	0.198469939	0.196052041	0.433216969	0.140547905	0.496123958	0.761448016	0.172483021	0.173671872	0.440275	0.00777	0.98955	0.97155
Q7KYR7-1	BTN2A1	Host	31.16666667	225	50.5	55	64.5	1.708108775	7.356549239	2.870717794	3.075953165	3.790557193	-0.084677089	0.813872904	0.999718578	0.969380082	0.022727645	0.110233181	0.677825065	0.123633519	0.364890402	1.205875817	0.044275759	0.214883017	NA	NA	NA
O43683	BUB1	Host	3015.5	1477	2071	2275.5	1715	153.9983162	48.29165878	108.6346754	119.8163894	92.85148328	0.776340033	0.023082211	0.385429373	-0.602465241	0.001728477	0.017772011	-0.290620175	0.20901642	0.494278209	-0.800104967	0.001205998	0.040429122	0.83591	0.96303	0.99904
O60566-3	BUB1B	Host	6635.5	10216	6612	6737.5	5356	324.6140901	334.0200312	337.416863	339.1836649	277.7110772	0.849305995	0.011857764	0.234505507	0.008744912	0.953882284	0.981271707	0.112369738	0.583256496	0.819544426	-0.272738907	0.0943336	0.322886551	0.16363	0.96303	0.97155
O43684	BUB3	Host	5908	12882	5329.5	5036.5	5267.5	297.0044058	421.1869658	279.0242341	256.6374315	280.4674813	-0.118001743	0.724520547	0.999718578	-0.104745458	0.497952248	0.728095969	-0.098015239	0.630467045	0.845827712	-0.088538889	0.502831797	0.739765846	0.06049	0.99401	0.97553
Q9BRD0	BUD13	Host	1285.333333	1678	1357.5	1479	1439.5	61.33047006	54.86350944	67.38148865	71.22415767	70.37827803	0.050902047	0.880296606	0.999718578	0.18669252	0.353332012	0.610192229	0.263698813	0.2644839	0.560896513	0.139807096	0.434394796	0.69118006	0.25396	0.96303	0.98672
P41223	BUD31	Host	993.3333333	3053	891.5	728.5	812.5	50.83545279	99.82019923	45.96353776	36.86764834	41.67167819	-0.453433358	0.17810615	0.999718578	-0.068473657	0.781468699	0.904016872	-0.223781966	0.363589548	0.65855728	-0.067333743	0.878824368	0.948007414	0.68696	0.96441	0.98051
Q13895	BYSL	Host	4189.666667	9526	3513	3841	3387.5	203.0153932	311.4599469	176.3760158	187.8122641	171.7426975	-0.096159613	0.77406441	0.999718578	-0.253086385	0.12725568	0.33359611	-0.022896061	0.911089271	0.964378171	-0.196240578	0.181015126	0.447739222	0.18904	0.96303	0.99997
