"UniProtID"	"GeneID"	"Origin"	"Mock0h_counts"	"Inf2h_counts"	"Inf4h_counts"	"Inf6h_counts"	"Inf9h_counts"	"Inf12h_counts"	"Inf18h_counts"	"Mock0h_TMM"	"Inf2h_TMM"	"Inf4h_TMM"	"Inf6h_TMM"	"Inf9h_TMM"	"Inf12h_TMM"	"Inf18h_TMM"	"logFC_2h"	"pval_2h"	"FDR_2h"	"logFC_4h"	"pval_4h"	"FDR_4h"	"logFC_6h"	"pval_6h"	"FDR_6h"	"logFC_9h"	"pval_9h"	"FDR_9h"	"logFC_12h"	"pval_12h"	"FDR_12h"	"logFC_18h"	"pval_18h"	"FDR_18h"
"P35226"	"BMI1"	"Host"	1244	1239	1224	1255	1232	1177	1278	33.3991608291371	33.1334191676884	33.4415660405205	35.052166439105	34.7356261239249	33.2424999703787	36.3764649372687	-0.0203414717622702	0.870868128025634	0.999610801391582	-0.00645436486779625	0.958489193095013	0.999549765162598	0.0659349756811533	0.559280914551467	0.819777568998161	0.0337981676735033	0.810924128035456	0.946913365543504	-0.0548919564037222	0.797541209361076	0.996954681956703	0.175462989867366	0.467153761576774	0.933064061845318
"P13497"	"BMP1"	"Host"	217	218	167	148	113	117	98	5.82666480441218	5.82977028132048	4.56269732742396	4.13364193863549	3.18597869480804	3.30447960623136	2.78943158360902	-0.0446345533083927	0.800048279232615	0.999610801391582	-0.377005977361963	0.0401601162001161	0.336727128139435	-0.493580272586949	0.00646896413557292	0.0450632431799391	-0.837448940524553	6.52243279592018e-05	0.00070823679286337	-0.758826769753816	0.00407242683510525	0.041083253953569	-1.08348525410416	0.000202267029736591	0.0026116546133166
"Q14692"	"BMS1"	"Host"	5661.75	5494	5403	5125	4893	4843	4369	152.00148285307	146.92090791548	147.618285389651	143.141317131803	137.955696935361	136.782860965628	124.357414171304	0.0397316386970682	0.728489684717674	0.999610801391582	0.0105566763407317	0.925594091476333	0.999549765162598	-0.0658900003975761	0.513890859545158	0.793815964228538	-0.180803179877169	0.170616493482012	0.531094229822295	-0.257056397863899	0.216327927480059	0.83072222631645	-0.2986436860483	0.206064641641344	0.738848106470583
"Q01954"	"BNC1"	"Host"	99.25	30	14	12	9	8	8	2.66503824196393	0.802261965319332	0.382501572358895	0.335160157186662	0.253750515515685	0.225947323502999	0.227708700702777	-1.91426600120878	4.7844079021326e-11	3.34382268280047e-09	-2.90267172546489	8.55010018086932e-17	4.45115663147346e-15	-3.02221789915199	5.5166504495545e-17	1.72673632905338e-15	-3.33470211160304	1.2617358513592e-16	3.96821608747295e-15	-3.41736560784376	1.00949992383412e-13	4.12123916274036e-12	-3.40587521182303	1.00037777404346e-12	3.81619521344121e-11
"Q12981"	"BNIP1"	"Host"	3000.25	3080	3066	3043	3084	3106	3130	80.5574347725617	82.3655617727847	83.767844346598	84.9910298599176	86.951843316708	87.7240483500394	89.0910291499616	0.0912267829698153	0.436186137453156	0.999610801391582	0.0784896867847604	0.497680767166183	0.999549765162598	0.066329051060444	0.523022205315076	0.798140575666644	0.0887415136449628	0.50809808247741	0.82925217668473	0.0851013232624263	0.684122182677729	0.996954681956703	0.126206540289275	0.594504442054979	0.950486519394086
"Q12982"	"BNIP2"	"Host"	881.75	1081	1528	1673	1948	2035	1904	23.6701062092517	28.9081728170066	41.7473144688851	46.7269119144404	54.9228893582838	57.4753504160754	54.194670767261	0.474396170604978	0.000265927994057168	0.0098337076744209	0.962909424607726	2.95199668943385e-14	1.41048828119798e-12	1.08797550020078	3.32303949678688e-21	1.23376679189215e-19	1.19765446261196	4.27022083063897e-17	1.37394847186734e-15	1.14396974861453	1.12857426595349e-07	2.71675067262803e-06	1.05509843295918	1.43458397716146e-05	0.000234539361699395
"O60238"	"BNIP3L"	"Host"	123.5	116	117	96	95	91	98	3.31804039808142	3.10207959923475	3.19662028328505	2.68128125749329	2.67847766377667	2.57015080484661	2.78943158360902	0.0450877514673546	0.837924267761217	0.999610801391582	-0.086423329655654	0.687651783373096	0.999549765162598	-0.505687518015259	0.0175556882530734	0.101860934336203	-0.332762260099178	0.155228050599244	0.503798697054023	-0.202678374012828	0.484136223509489	0.996954681956703	-0.336120863386072	0.266915145788794	0.827588914202128
"Q8NFC6"	"BOD1L1"	"Host"	12502.25	12796	12549	12192	12262	12168	11767	335.681850504339	342.191470274206	342.858016537984	340.522719701648	345.720980139259	343.665879048062	334.931035146197	0.0539675665135024	0.63155274119442	0.999610801391582	0.0393810296131268	0.723005677432241	0.999549765162598	0.0158918063591216	0.8720899708654	0.960800258840344	0.0292906061009052	0.822010750231369	0.952430434372864	0.00662666654481647	0.974428777410411	0.999879582826513	-0.00715190999524011	0.975713516001469	0.997361281411278
"Q9Y3E2"	"BOLA1"	"Host"	156.25	168	165	159	167	180	161	4.19557916585317	4.49266700578826	4.50805424565841	4.44087208272327	4.70848178790215	5.08381477881748	4.58263760164339	0.190048239270737	0.333914154277795	0.999610801391582	0.148202951080142	0.4490383216872	0.999549765162598	0.0841142227329883	0.657302698333435	0.872766318973275	0.170231538161821	0.40854618349825	0.772431706342964	0.276877430323862	0.285479972373415	0.929107546451659	0.0294109647750249	0.917243453389149	0.990520907209923
"Q9H3K6"	"BOLA2"	"Host"	3586.5	3833	3385	3684	3571	3523	3695	96.2976677339406	102.5023371023	92.4834158882043	102.894168256305	100.682565656279	99.5015525876332	105.172956137095	0.132279749780466	0.254422740962213	0.999610801391582	-0.0612044170642846	0.594317915167124	0.999549765162598	0.0518551469411457	0.613474746625807	0.850269265791329	0.010027646354585	0.940021686168925	0.986222164738094	-0.0229103082697207	0.912577622928801	0.996954681956703	0.192527093895627	0.41611434266848	0.920057234620012
"Q53S33"	"BOLA3"	"Host"	980.25	1126	1001	1061	998	1020	1045	26.3200808358601	30.1115657649856	27.348862423661	29.6337438979207	28.1381127205171	28.8082837466324	29.7444490293003	0.235905059460583	0.0650348396158342	0.800329387935007	0.0657798659969666	0.60563900116518	0.999549765162598	0.154109986931817	0.184536371838287	0.506115471682216	0.0758437087485707	0.599001532956913	0.876343443404151	0.0991902223908679	0.645605512211649	0.996954681956703	0.173377282906753	0.475268044999677	0.933064061845318
"Q14137"	"BOP1"	"Host"	7374.5	7388	7862	7544	8072	7916	8018	198.007077627273	197.570379992641	214.801954420402	210.704018818015	227.586017915845	223.574876606218	228.221045279358	0.118309502775453	0.297996039800994	0.999610801391582	0.180540734012145	0.107440966988577	0.65459230193215	0.0992178246434096	0.320356458594339	0.656686856460387	0.183704793358705	0.160875303099286	0.51406469850765	0.126369444855033	0.542031712544529	0.996954681956703	0.120138762680911	0.609717618118101	0.950486519394086
"Q969J3"	"BORCS5"	"Host"	297.25	352	344	279	304	325	319	7.98127667298722	9.41320705974682	9.39861006367571	7.79247365458988	8.57112852408535	9.17911001730934	9.07988444052324	0.405904584895637	0.0117446021458667	0.242132815331748	0.296801621490947	0.0622238294675209	0.452631318420673	-0.0713825696996971	0.643252076842723	0.866685063551255	0.0299285347135525	0.863114111210591	0.96562370641332	0.0839799304046752	0.720841455258137	0.996954681956703	0.1755606587373	0.501724751711762	0.937303865824215
"Q96GS4"	"BORCS6"	"Host"	484	538	500	506	498	481	539	12.9965441024359	14.3872312447267	13.6607704413891	14.1325866280376	14.0408618585346	13.5850828256178	15.3418737098496	0.24268570343242	0.0919426552730985	0.956230978725723	0.0822843086758546	0.565565364423536	0.999549765162598	0.052398777388035	0.693384080184963	0.886366952372601	0.0483592222755224	0.759358941307148	0.928610898538323	0.000386753623345112	0.998631247656647	0.999879582826513	0.270598819317736	0.281508396316929	0.838721122243719
"Q96B45"	"BORCS7"	"Host"	265.25	300	273	234	222	234	217	7.12141617616661	8.02261965319332	7.45878066099845	6.5356230651399	6.25917938272023	6.60895921246272	6.17659850656283	0.25875592112575	0.118490099302069	0.999610801391582	0.10188477846724	0.54021924123826	0.999549765162598	-0.141327860841762	0.381757557877132	0.705498478682123	-0.251197653398137	0.169654997669028	0.529991585559354	-0.22881667617521	0.344005521489714	0.985089319180877	-0.156145158563185	0.561965322917234	0.947195244397049
"Q96FH0"	"BORCS8"	"Host"	576.25	722	707	583	717	750	519	15.4612454153337	19.3077712986852	19.3163294041242	16.283197636652	20.2154577360829	21.1825615784062	14.7726019580927	0.551789179962359	7.40851536606929e-05	0.00302795987681042	0.54627349272561	7.92639146367543e-05	0.00161679844592397	0.297589185912742	0.0233651318319221	0.127313520832799	0.277098134400754	0.0669983953655627	0.295843401591205	0.0725461257380992	0.740408597041412	0.996954681956703	-0.0630809652603594	0.800725971517358	0.978275815044221
"Q86WA6"	"BPHL"	"Host"	1114.5	1154	1376	1192	1372	1200	1256	29.9337710651142	30.8603435992836	37.5944402547028	33.2925756138751	38.68285636528	33.8920985254499	35.750266010336	0.0804057115113002	0.525410521817578	0.999610801391582	0.300705340164744	0.0152728714987312	0.158510679257708	0.0661873014618467	0.56048917681322	0.820009138418735	0.388093878427045	0.00614172136594896	0.0435345163218839	0.303650541098694	0.157882360411961	0.714321582196838	0.183297281776782	0.447780289734007	0.926661737137129
"O95861"	"BPNT1"	"Host"	4239	4274	4524	4505	4661	4390	4522	113.827374269586	114.295587992494	123.602650953689	125.824709010493	131.414572535401	123.988593772271	128.712343072245	0.034937993411023	0.762074206362381	0.999610801391582	0.118364321939448	0.298563778047853	0.999549765162598	0.118078148122786	0.245916927758288	0.588447088019489	0.208227277600955	0.116201152046775	0.428814187944283	0.146187172441902	0.482818341408194	0.996954681956703	0.143145748323352	0.544550349325982	0.944919703576432
"Q12830"	"BPTF"	"Host"	7660.75	7962	8088	7874	7874	8055	8000	205.674484574228	212.920325595751	220.97662265991	219.920923140648	222.0035065745	227.500711352082	227.708700702777	0.0623672595466292	0.582453086811163	0.999610801391582	0.122576411418219	0.273823611424807	0.999549765162598	0.126485096343244	0.204824476296206	0.538281191471204	0.110466597297532	0.399048348316185	0.768587008468877	0.11131963455838	0.591115334371683	0.996954681956703	0.129512426508624	0.582128137291	0.949073640774466
"Q7Z569"	"BRAP"	"Host"	2286.25	2114	1837	1669	1547	1579	1439	61.3845192246524	56.5327264895022	50.1896706016636	46.6151918620448	43.6168941669738	44.5963529764044	40.959102538912	0.0155467327862226	0.896585697304054	0.999610801391582	-0.200517631549407	0.0915125870045916	0.591103524948177	-0.347236367955992	0.00127321234422284	0.0110260820876866	-0.483394651848976	0.000443426508666806	0.00417814289272825	-0.49559802173671	0.0191977122210794	0.153724143550023	-0.728947712300472	0.00239612628254513	0.0236596288238296
"Q6PJG6"	"BRAT1"	"Host"	329.25	321	319	265	295	276	264	8.8392235189693	8.58420302891685	8.71557154160625	7.40145347120544	8.31737800856967	7.79518266085347	7.51438712319165	0.0437283424348969	0.783991117132874	0.999610801391582	0.0710006461405265	0.655142542236159	0.999549765162598	-0.155171951851042	0.317405539900491	0.654695824026426	-0.0545508055024612	0.753396299416475	0.9266736396877	-0.217357833976313	0.358710271038892	0.994332723973993	-0.381025702788091	0.145326643661136	0.612636050361347
"P38398"	"BRCA1"	"Host"	3125.5	2630	1983	1730	1635	1633	1469	83.9162854299317	70.3316322929947	54.1786155705492	48.318922661077	46.0980103186827	46.1214974100497	41.8130101665475	-0.305997165343313	0.00913830909484789	0.198346715105254	-0.649976886826859	3.10966227263955e-08	9.95091927244657e-07	-0.777068479298614	3.0379976537772e-13	8.20998575383427e-12	-0.840466175140271	8.32198353802541e-10	1.79333608217572e-08	-0.840972492484592	7.21332956728532e-05	0.00113928175812712	-1.00350596534929	3.05794239729238e-05	0.000462067010292166
"P51587"	"BRCA2"	"Host"	1043.25	945	907	702	704	717	615	28.0086106837262	25.2712519075589	24.7806375806798	19.6068691954197	19.8489292136713	20.2505288689563	17.505106366526	-0.12667871146905	0.324629798717378	0.999610801391582	-0.176983391191115	0.165720140713796	0.844078211517489	-0.534415300409541	8.11229587276607e-06	0.000107649857779291	-0.555855111352687	0.000151524270984794	0.00153994535664605	-0.570161720874294	0.00879819138562762	0.0792518375007308	-0.581020134502994	0.018302196413254	0.132539038548679
"P46736"	"BRCC3"	"Host"	532.25	578	518	589	509	553	543	14.2885988541555	15.4569138651525	14.1525581772791	16.4507777152453	14.3510013774982	15.6186087371448	15.455728060201	0.0581265231957391	0.678438270931741	0.999610801391582	-0.0153532146534357	0.913416501645489	0.999549765162598	0.262868518293102	0.0440944145518468	0.205962823437555	0.0263934060678101	0.866585336385505	0.966358222900324	0.104929418615794	0.63890586941795	0.996954681956703	0.125340741419471	0.616437423237431	0.950486519394086
"O95696"	"BRD1"	"Host"	166	176	147	148	143	142	148	4.4574564139181	4.70660352987341	4.0162665097684	4.13364193863549	4.03181374652699	4.01056499217823	4.21261096300138	0.0404727331751708	0.831562998168806	0.999610801391582	-0.197621355789109	0.312144867502613	0.999549765162598	-0.161725062903281	0.3914468938205	0.712921002175845	-0.15226058003287	0.465892548565317	0.803572572648973	-0.128242319346827	0.627145740480828	0.996954681956703	-0.0211915373998673	0.940959311283531	0.994329061996202
"P25440"	"BRD2"	"Host"	1637.25	1628	1646	1628	1608	1664	1631	43.959485861425	43.5360826513291	44.9712562930529	45.4700613249904	45.3367587721357	46.9970432886238	46.4241113557787	0.0224774178794496	0.8539131793175	0.999610801391582	0.0639979778637554	0.596060683263436	0.999549765162598	0.0785183343410822	0.473439287388218	0.769066742476523	0.0627790761539978	0.650535600456359	0.892144221733629	0.0977565760679768	0.64466519720106	0.996954681956703	0.00389214019579998	0.987029996285545	0.99870728887393
"Q15059"	"BRD3"	"Host"	1333.25	1359	1372	1341	1426	1356	1402	35.8046852230733	36.3424670289657	37.4851540911717	37.4541475656094	40.2053594583741	38.2980713337583	39.9059497981617	0.107315436695083	0.38878230464986	0.999610801391582	0.0882100446452361	0.473084571047195	0.999549765162598	0.0273640257738963	0.806606115293241	0.934124205506462	0.179678729626649	0.200069423379651	0.57777939298273	0.154959548819056	0.467925475124132	0.996954681956703	0.0486521174772335	0.839596518885749	0.98464929297119
"O60885"	"BRD4"	"Host"	7684.25	7520	7637	7927	7780	8025	7791	206.310526133985	201.100332640046	208.654607721777	221.401213834889	219.353223412448	226.653408888946	221.759810896917	-0.0172032551909962	0.879527414353514	0.999610801391582	0.0407583762183499	0.716089761630613	0.999549765162598	0.135189550208401	0.17532544233212	0.493558640749106	0.0995935259370301	0.447115286491181	0.79340297251956	0.119634040791909	0.563729357044345	0.996954681956703	0.0585279444625358	0.803587737887792	0.979229912171169
"Q9NPI1"	"BRD7"	"Host"	2264.5	2258	2225	2206	2177	2373	2144	60.7961940776192	60.383583923035	60.7904284641815	61.613608896148	61.3794302530718	67.0216248340771	61.0259317883443	0.0396380421745562	0.739384997995891	0.999610801391582	0.037358509961412	0.751265620007569	0.999549765162598	0.0479255860598767	0.65204761839931	0.870560898321955	-0.00200881559508195	0.988211801774544	0.99695843438396	0.0761113944437546	0.717216986006159	0.996954681956703	-0.0159675573382398	0.9465451803244	0.995293958608811
"Q9H0E9"	"BRD8"	"Host"	2399	2269	2422	2154	2201	2240	2262	64.4105857409821	60.6777466436521	66.1727720180888	60.1612482150057	62.0560982944469	63.2652505808397	64.3846351237103	0.0512295453805319	0.667216908723046	0.999610801391582	0.128594737248103	0.273617682108571	0.999549765162598	-0.0527591704986821	0.61930525069724	0.85261354040764	-0.0560644623642671	0.679646973917527	0.90146184876371	-0.0802701793337495	0.702511937654562	0.996954681956703	-0.126432921928425	0.59503433945816	0.950486519394086
"Q9H8M2"	"BRD9"	"Host"	1106	1303	1248	1343	1433	1431	1552	29.698875316897	34.8449113603696	34.0972830217072	37.5100075918072	40.4027209704418	40.4163274915989	44.1754879363388	0.225649926382224	0.0725483366215659	0.838559885624961	0.138372519214886	0.266177866387704	0.999549765162598	0.223513139512015	0.0474669531835744	0.216974023065717	0.362696319010162	0.0101012793632017	0.0659748667108273	0.388496384009863	0.0693866506556844	0.413915991335598	0.752797888959763	0.00191496082045004	0.0194307289063397
"Q9NXR7"	"BRE"	"Host"	2367.25	2578	2515	2455	2545	2509	2631	63.5602690747091	68.9410448864412	68.7136753201872	68.5681821577712	71.7550068874909	70.8627293336281	74.8876989436259	0.170690613992824	0.149848312883049	0.999610801391582	0.134965153037428	0.249493502202847	0.988339961026156	0.104829995824266	0.320600797247497	0.656686856460387	0.155847661359932	0.249455947264189	0.639333789145487	0.117971420186793	0.574264122729388	0.996954681956703	0.217795532309344	0.359742459814592	0.894997188868734
"Q8WY22"	"BRI3BP"	"Host"	554.25	537	587	564	542	580	594	14.8853297611307	14.360489179216	16.0377444981908	15.7525273877731	15.281419934389	16.3811809539674	16.9073710271812	0.0454353717656196	0.74908911008258	0.999610801391582	0.124834870266775	0.369602727297253	0.999549765162598	0.0253459220609178	0.84471235287642	0.949604158975264	0.0495246068871475	0.750474596401048	0.925679553300411	0.211575536118913	0.343819226771907	0.985089319180877	0.0701130308808838	0.777924901583345	0.97571780950162
"Q9BX63"	"BRIP1"	"Host"	237	222	223	189	188	192	164	6.36288066560077	5.93673854336305	6.09270361685954	5.27877247568992	5.30056632410542	5.42273576407198	4.66802836440693	-0.128917262313675	0.458151579837093	0.999610801391582	-0.0795209577912402	0.646231038571753	0.999549765162598	-0.276025565271068	0.106007211810797	0.370892400220232	-0.289347270542958	0.128563470040377	0.453706205335717	-0.286753506574072	0.248025706180638	0.886114357649454	-0.360890693719883	0.192743203417197	0.718004430659258
"Q8TDN6"	"BRIX1"	"Host"	4989.5	5103	5228	5302	5401	5507	5356	133.959476736171	136.464760300818	142.837015735164	148.084929450307	152.278503811135	155.536488816377	152.450975120509	-0.00280699464390418	0.980468489862733	0.999610801391582	0.0908037899442139	0.422709787605734	0.999549765162598	0.175584184091179	0.0826029124915124	0.315236921372748	0.205286226425769	0.120069607099432	0.437539664284048	0.219519957159866	0.291109294367741	0.933502059706569	0.172240681532458	0.465424551715064	0.933064061845318
"Q8WUW1"	"BRK1"	"Host"	2651.75	2983	3216	3000	4007	3230	3394	71.1980986432306	79.7715814182522	87.8660754790147	83.7900392966654	112.975368407928	91.2262318643359	96.6054162731532	0.123088944314901	0.294545692990923	0.999610801391582	0.272165095988431	0.0188954367866897	0.190483478358305	0.217045514808406	0.0375206597932085	0.181492865804986	0.655482915875936	1.05852673810397e-06	1.50874245609031e-05	0.348017118709225	0.0967980151216703	0.51860855223667	0.500925532106735	0.0351412284232606	0.223019014202529
"Q5PSV4"	"BRMS1L"	"Host"	349.25	341	339	357	344	340	316	9.37721340064284	9.11904433912973	9.26200235926182	9.97101467630318	9.69890859304395	9.60276124887746	8.9944936777597	-0.00529994411862651	0.972972391668598	0.999610801391582	0.00768901484290381	0.960594141424799	0.999549765162598	0.104200003680512	0.475454719215382	0.771605194169581	0.0544007756524578	0.74796599673564	0.924464257250529	0.0205852272408131	0.929671510607123	0.997776137296331	-0.105812349271466	0.683076979802029	0.961279575513276
"Q5VW32"	"BROX"	"Host"	6432.5	5996	5840	6238	5800	5778	5916	172.702648336875	160.345424801824	159.557798755425	174.227421710866	163.528109998997	163.190454400041	168.390584169704	-0.158839247442136	0.163514764168197	0.999610801391582	-0.128060641180011	0.255649022686393	0.994770972978444	0.0424850872162976	0.672055972557762	0.879923888432993	-0.0503176642575173	0.702114907947591	0.90995756486482	-0.0605447990398969	0.770553355599897	0.996954681956703	-0.043573370959697	0.853290254116742	0.98464929297119
"P55201"	"BRPF1"	"Host"	74.75	77	84	80	84	77	79	2.00736137472671	2.05913904431962	2.29500943415337	2.23440104791108	2.36833814481306	2.17474298871637	2.24862341943992	0.165313380203448	0.529767931080502	0.999610801391582	0.202944928596857	0.424635267255729	0.999549765162598	0.038025592731987	0.877886044783235	0.963348929342349	0.151088738841109	0.560896975358292	0.854576159638616	0.0335853259185727	0.913447220820438	0.996954681956703	0.235860480070802	0.477175362743709	0.933064061845318
"Q9ULD4"	"BRPF3"	"Host"	135.5	190	177	179	192	223	184	3.63681994308059	5.08099244702243	4.83591273625174	4.99947234470103	5.41334433100128	6.2982816426461	5.23730011616388	0.645918467995442	0.00120067039816147	0.0374619884497791	0.604838418871939	0.00277344454715471	0.0377881819549829	0.675816590040062	0.000568637974498482	0.00534918202425796	0.602875628660261	0.00357812878871338	0.0273630834641805	0.651913998308556	0.010886604263627	0.0947943402542538	0.320143937113381	0.255884213456749	0.811743231746669
"Q9NSI6"	"BRWD1"	"Host"	332.75	326	307	304	286	272	258	8.93499902422189	8.71791335647007	8.38771305101291	8.49072398206209	8.06362749305399	7.68220899910197	7.34360559766457	-0.0533078187078715	0.735087588892116	0.999610801391582	-0.11406270900465	0.470136676998789	0.999549765162598	-0.101964823434799	0.496063582406422	0.785152729679759	-0.139231735652302	0.422915220945065	0.783282474035518	-0.181677289817185	0.444419844149351	0.996954681956703	-0.281471026264484	0.284472730552451	0.841484801689264
"Q6RI45"	"BRWD3"	"Host"	207.75	188	194	179	162	140	156	5.5772713967887	5.02750831600114	5.30037893125897	4.99947234470103	4.56750927928233	3.95407816130248	4.44031966370416	-0.225840123824359	0.211974825650911	0.999610801391582	-0.0731256088167381	0.68614357214102	0.999549765162598	-0.0705088365867721	0.692389982225625	0.8857921693429	-0.226564407493456	0.256463893592604	0.6445755597781	-0.465073321944303	0.0730779403462528	0.42798414560167	-0.373587781895434	0.180445669606039	0.692518537394041
"Q9NW68"	"BSDC1"	"Host"	695.75	720	671	717	668	712	683	18.6789867547819	19.254287167664	18.3327539323442	20.025819391903	18.8339271516086	20.1093117917669	19.4406303224996	-0.0184781650930364	0.890630754425872	0.999610801391582	-0.0468005157784896	0.727698001424623	0.999549765162598	0.127286638594415	0.304851530049975	0.645253729615135	0.0244189738411744	0.87141349068871	0.96713971676746	0.0972009103259986	0.658268516183132	0.996954681956703	0.0949330886135296	0.700597790486723	0.961995211300251
"P35613"	"BSG"	"Host"	6231	5718	5601	5394	5076	4824	4651	167.295584726147	152.911130589865	153.027950484441	150.654490655404	143.115290750846	136.246236072308	132.384145871077	-0.0265766043144531	0.816059244288023	0.999610801391582	-0.0726083509619686	0.519895754696621	0.999549765162598	-0.137945965755771	0.170586262827572	0.486887846925321	-0.252301133114348	0.0556159971992572	0.260261992255505	-0.367536529168803	0.0772242354391943	0.445171253180029	-0.38729008876411	0.101029294753995	0.486861206055029
"O14981"	"BTAF1"	"Host"	4476.25	4440	4575	4395	4484	4616	4502	120.174324769887	118.734770867261	124.99604953871	122.752407569615	126.424145730259	130.37160566123	128.143071320488	-0.0177891504156361	0.87724136927699	0.999610801391582	0.0815955125528349	0.473204731207259	0.999549765162598	0.0858040915284564	0.399397075489205	0.716803354152	0.0930180790719823	0.48267769784093	0.812649068320563	0.0974444155732343	0.639656725227747	0.996954681956703	0.0498976448808677	0.832648823323151	0.983663433893631
"Q9H0C5"	"BTBD1"	"Host"	342.75	293	250	212	182	171	105	9.2025871194586	7.8354251946188	6.83038522069455	5.92116277696435	5.13139931376163	4.8296240398766	2.98867669672395	-0.11978737893081	0.456803242241699	0.999610801391582	-0.414513406921502	0.0107090525417738	0.118019511108079	-0.713447352601334	5.6297350764779e-06	7.78129719481499e-05	-0.960331800006898	1.33807647122437e-07	2.20861700285781e-06	-1.09216859449059	8.27008676850515e-06	0.000157311922972573	-1.48323311628073	1.91210412054815e-07	4.09460087900203e-06
"Q9BSF8"	"BTBD10"	"Host"	958.75	706	599	469	389	373	316	25.7545452040244	18.8798982505149	16.3656029887842	13.0991761433787	10.9676611706224	10.5347939583273	8.9944936777597	-0.483264468844917	0.000246526164098884	0.00916474128131435	-0.776814816470428	4.18577543077047e-09	1.45273479627138e-07	-1.17837153475539	3.94379194050906e-21	1.44882461814491e-19	-1.2684895155859	3.00137819911292e-16	9.23155180009094e-15	-1.14762733039965	3.76949487508343e-07	8.83048447079108e-06	-1.40318734377251	3.88120149259269e-08	9.24732683269269e-07
"A6QL63"	"BTBD11"	"Host"	115.75	122	126	143	139	167	176	3.10888429668094	3.26253199229861	3.44251415123006	3.99399187314105	3.91903573963113	4.71665037812511	5.0095914154611	0.0432096931776275	0.84166205247292	0.999610801391582	0.0668780446761337	0.753861811544225	0.999549765162598	0.220470926577732	0.272359176559521	0.613244899916587	0.311054897654901	0.160734366050215	0.51406469850765	0.698793543500004	0.0100665004385081	0.0886332678528377	0.759602659103726	0.00930292792927107	0.0748199768136421
"Q9BX70"	"BTBD2"	"Host"	1467.5	1302	1191	854	889	712	612	39.4136765034739	34.818169294859	32.5399551913889	23.8522311864507	25.0649120326049	20.1093117917669	17.4197156037625	-0.156901250577694	0.205504682747895	0.999610801391582	-0.336201687315144	0.00627380239889418	0.0754586991977341	-0.860353758942605	6.383935410809e-14	1.81877017009987e-12	-0.69664820735123	1.08655192597301e-06	1.54507241286019e-05	-0.923158262428639	2.21022916116775e-05	0.000397670355002889	-1.11247874242219	6.45235021240475e-06	0.000110401609884308
"P43251"	"BTD"	"Host"	383.5	399	355	402	339	377	351	10.2922341522257	10.6700841387471	9.69914701338627	11.2278652657532	9.55793608442413	10.6477676200788	9.99071924333435	-0.0563064339789061	0.707548526009415	0.999610801391582	-0.0663199477104963	0.66445886897644	0.999549765162598	0.29243243948191	0.0421764268134406	0.19985842441128	-0.0789413315577445	0.638880738752614	0.889211340109498	-0.0539234053663891	0.814732986414102	0.996954681956703	0.0100675099684827	0.968828507966042	0.996227988527168
"P20290"	"BTF3"	"Host"	6136	5821	5859	5334	5193	4798	4671	164.770785236248	155.665563337461	160.076908032198	148.978689869471	146.41404745255	135.511907270924	132.953417622834	-0.0223461653745408	0.84486313166071	0.999610801391582	-0.0415302002807642	0.712549475998269	0.999549765162598	-0.199752874148343	0.0471899801749745	0.216132586365697	-0.198021856853688	0.132901281531905	0.462340183186728	-0.288685704080782	0.165059342642033	0.729752546538335	-0.316267948737991	0.180361532977561	0.692518537394041
"Q96K17"	"BTF3L4"	"Host"	10977	11056	11459	11255	11456	11307	11402	294.786625188238	295.660276285684	313.077536975756	314.35229742799	322.996211749743	319.348298356051	324.541825676633	0.0102084669823035	0.927852318830097	0.999610801391582	0.0586756419660322	0.597940616458651	0.999549765162598	0.0343721087933941	0.728075903100015	0.903972111532364	0.140658962507235	0.280630545311043	0.670465525271977	0.187938392601836	0.363742675172678	0.996157136119198	0.112393991484271	0.63246994707205	0.950486519394086
"O43683"	"BUB1"	"Host"	1833.75	1602	1562	1205	1248	957	896	49.2375778982565	42.8407889480523	42.6762468588996	33.6556657841606	35.1867381515083	27.0289485740463	25.503374478711	-0.115182329116066	0.344173749731672	0.999610801391582	-0.18738803258738	0.119656824038365	0.700273493701034	-0.59123405575777	9.38477581221512e-08	1.65001851811742e-06	-0.538990373983011	0.00011086082160938	0.00115872792885732	-0.937546425505485	1.3109841446975e-05	0.000241477053143357	-0.9257149840504	0.000140659980407444	0.00190299868841931
"O60566"	"BUB1B"	"Host"	5567.75	5133	4751	4685	4318	4379	3867	149.471485911691	137.267022266138	129.804640734079	130.852111368292	121.743858444081	123.677916202454	110.068693202205	-0.0666218926867945	0.560889641722139	0.999610801391582	-0.156015445776066	0.168571988309379	0.850922481639513	-0.149620872437721	0.139275534928354	0.432275153014153	-0.322028105632602	0.0149165248750856	0.0929885506052209	-0.369461916692453	0.0759446510044019	0.43997477897239	-0.449658657229491	0.0573450974632312	0.328136168353128
"O43684"	"BUB3"	"Host"	10014.25	9859	9523	9559	9262	9505	8338	268.853226165695	263.650023869443	260.183033826697	266.982995212275	261.137474967364	268.453663737001	237.32939330747	-0.0102634177392324	0.927586347977982	0.999610801391582	-0.0231689461846657	0.835447527212828	0.999549765162598	0.0242659525645783	0.806719299540538	0.934124205506462	-0.0495499353156327	0.704340506306696	0.90995756486482	-0.0555796977966102	0.788257477935795	0.996954681956703	-0.187485947350474	0.42546538184649	0.920184751045175
